Ship Number,Ref,Carrier,Ship Method,Tracking Number,Shipped Date,Names,Company,Address 1,City,State,Zip,Country,Base Rate,Total Charge,Qty,Pallet Qty,Weight,Dimensions,Customer,Client Customer,Tracking Status
1265868,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,2160 Americana Boulevard,Orlando,FL,32839,US,58.45,8.3,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1265878,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2405,72399,433 West Street Road,Warminster,PA,18974,US,51.77,7.92,1,0,0.65,11X10X1,,",",Departed FedEx location
1263226,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,6025 Constitution Avenue,Colorado Springs,CO,80915,US,51.77,7.92,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1265853,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,615 Haddon Avenue,Collingswood,NJ,8108,US,51.77,7.92,1,0,0.25,11X10X1,,",",Departed FedEx location
1263156,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1605,71799,1650 Main Street,Longmont,CO,80501,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1263164,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1605,71799,3990 East 35th Avenue,Denver,CO,80205,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1259842,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1501,71499,8201 Championsgate Boulevard,Four Corners,FL,33896,US,58.45,8.3,1,0,0.45,11X10X1,,",",Arrived at FedEx location
1265837,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2405,72399,1100 Main Street,Hellertown,PA,18055,US,51.77,7.92,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1263138,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1605,71799,7295 7th Avenue,Denver,CO,80220,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1265871,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2405,72399,101 East Broad Street,Bethlehem,PA,18018,US,51.77,7.92,1,0,0.65,11X10X1,,",",Arrived at FedEx location
1265828,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,7800 Maple Avenue,Merchantville,NJ,8109,US,51.77,7.92,1,0,0.3,11X10X1,,",",Departed FedEx location
1263145,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1610,71799,7211 Pecos Street,Denver,CO,80221,US,51.77,7.92,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1265833,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2405,72399,2869 Limekiln Pike,Glenside,PA,19038,US,51.77,7.92,1,0,0.85,11X10X1,,",",Departed FedEx location
1265821,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2414,71199,300 Greentree Rd,Marlton,NJ,8053,US,51.77,7.92,1,0,0.25,11X10X1,,",",Departed FedEx location
1265825,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,2201 S BROAD ST,Hamilton Township,NJ,8610,US,51.77,7.92,1,0,0.65,11X10X1,,",",Arrived at FedEx location
1265803,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,1993 ARENA DR,Trenton,NJ,8610,US,51.77,7.92,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1265867,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2405,72399,601 Fayette Street,Conshohocken,PA,19428,US,51.77,7.92,1,0,0.8,11X10X1,,",",Departed FedEx location
1265794,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,4135 S BROAD ST,Yardville,NJ,8620,US,51.77,7.92,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1265836,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2405,72399,441 Alden Avenue,Morrisville,PA,19067,US,51.77,7.92,1,0,0.8,11X10X1,,",",Departed FedEx location
1265774,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2543,72599,9651 WASHINGTON BLVD,Laurel,MD,20723,US,51.77,7.92,1,0,0.45,11X10X1,,",",Departed FedEx location
1259626,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2421,72499,1453 3RD AVE,New York,NY,10028,US,51.77,7.92,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1263117,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,7325 North Freeway,Fort Worth,TX,76131,US,51.77,7.92,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1265816,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,801 Burlington Avenue,Delanco,NJ,8075,US,51.77,7.92,1,0,0.3,11X10X1,,",",Departed FedEx location
1265864,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,506 International Boulevard,Oakland,CA,94606,US,61.12,8.86,1,0,0.65,11X10X1,,",",Departed FedEx location
1263139,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1605,71799,104 East 18th Street,Greeley,CO,80631,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1265719,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2543,72599,2129 Defense Highway,Crofton,MD,21114,US,51.77,7.92,1,0,0.3,11X10X1,,",",Departed FedEx location
1263087,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,3805 East Pikes Peak Avenue,Colorado Springs,CO,80909,US,51.77,7.92,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1265804,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,2100 PENNINGTON RD,Trenton,NJ,8638,US,51.77,7.92,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1263079,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,3004 West Colorado Avenue,Colorado Springs,CO,80904,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1265798,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,900 Arena Dr,Trenton,NJ,8610,US,51.77,7.92,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263148,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1605,71799,6302 East 72nd Avenue,Commerce City,CO,80022,US,51.77,7.92,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1265787,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2546,72599,710 BESTGATE RD #101,Annapolis,MD,21401,US,51.77,7.92,1,0,0.25,11X10X1,,",",Departed FedEx location
1265808,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,508 East Church Street,Blackwood,NJ,8012,US,51.77,7.92,1,0,0.85,11X10X1,,",",Arrived at FedEx location
1265813,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,1215 Blackwood Clementon Rd,Clementon,NJ,8021,US,51.77,7.92,1,0,0.85,11X10X1,,",",Departed FedEx location
1265784,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2544,72599,729 East 25th Street,Baltimore,MD,21218,US,51.77,7.92,1,0,0.4,11X10X1,,",",Arrived at FedEx location
1265818,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,375 Bellevue Avenue,Hammonton,NJ,8037,US,56.06,9.61,1,0,0.65,11X10X1,,",",Departed FedEx location
1265744,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2546,72599,410 North Washington Street,Easton,MD,21601,US,56.06,9.61,1,0,0.3,11X10X1,,",",Departed FedEx location
1265802,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,2120 STATE HWY 33,Hamilton Square,NJ,8690,US,51.77,7.92,1,0,0.8,11X10X1,,",",Arrived at FedEx location
1265717,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,6897 Southeast Thiessen Road,Portland,OR,97267,US,61.12,8.86,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1265865,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2405,72399,102 North 7th Street,Allentown,PA,18101,US,51.77,7.92,1,0,0.6,11X10X1,,",",Arrived at FedEx location
1265743,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2544,72599,6350 FREDERICK RD,Baltimore,MD,21228,US,51.77,7.92,1,0,0.35,11X10X1,,",",Departed FedEx location
1265815,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,416 White Horse Pike,Oaklyn,NJ,8107,US,51.77,7.92,1,0,0.75,11X10X1,,",",Departed FedEx location
1265723,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2546,72599,705 Greenway Road Southeast,Glen Burnie,MD,21061,US,51.77,7.92,1,0,0.35,11X10X1,,",",Departed FedEx location
1265796,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2411,71199,1613 Columbus Road,Burlington,NJ,8016,US,51.77,7.92,1,0,0.45,11X10X1,,",",Departed FedEx location
1265677,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,5808 MAIN ST,Springfield,OR,97478,US,65.4,10.55,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1260611,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1605,71799,1100 Broad Street,Milliken,CO,80543,US,56.06,9.61,1,0,0.15,11X10X1,,",",Arrived at FedEx location
1265686,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,14810 Southeast McLoughlin Boulevard,Milwaukie,OR,97267,US,61.12,8.86,1,0,0.4,11X10X1,,",",Arrived at FedEx location
1265682,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,4643 NE SANDY BLVD,Portland,OR,97213,US,61.12,8.86,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1263042,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1603,72399,2701 North 3rd Street,Temple,TX,76501,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1263069,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,235 West 7th Street,Walsenburg,CO,81089,US,67.11,13.98,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1265668,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,14750 Southeast Stark Street,Portland,OR,97233,US,61.12,8.86,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1263068,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,926 Lake Avenue,Pueblo,CO,81004,US,51.77,7.92,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1263064,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,2727 South Prairie Avenue,Pueblo,CO,81005,US,56.06,9.61,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263046,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1603,72399,1500 E. CORSICANA HWY,Hillsboro,TX,76645,US,56.06,9.61,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1265663,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,2401 NE CORNELL RD-STE A,Hillsboro,OR,97124,US,61.12,8.86,1,0,0.4,11X10X1,,",",Arrived at FedEx location
1265661,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,10069 SW NIMBUS,Beaverton,OR,97008,US,61.12,8.86,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1260709,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2516,71399,4475 South Laburnum Avenue,Richmond,VA,23231,US,51.77,7.92,1,0,0.15,11X10X1,,",",Departed FedEx location
1265646,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,6630 Southwest Nyberg Street,Tualatin,OR,97062,US,61.12,8.86,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1265633,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,705 WASHINGTON ST,Oregon City,OR,97045,US,61.12,8.86,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1265634,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,1220 CRATER LAKE AVE,Medford,OR,97504,US,61.12,8.86,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1262724,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,890 Coleman Avenue,San Jose,CA,95110,US,61.12,8.86,1,0,0.35,11X10X1,,",",Departed FedEx location
1263085,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,327 West 8th Street,Pueblo,CO,81003,US,51.77,7.92,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1263092,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,201 West Fillmore Street,Colorado Springs,CO,80907,US,51.77,7.92,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263101,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,10998 Highway 9,Breckenridge,CO,80424,US,56.98,9.98,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263350,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,1690 South 900 West,Salt Lake City,UT,84104,US,51.77,7.92,1,0,0.25,11X10X1,,",",Departed FedEx location
1263089,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1604,71799,3306 FOUNTAIN BLVD.,Colorado Springs,CO,80910,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1265716,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,9732 Southeast Foster Road,Portland,OR,97266,US,61.12,8.86,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1263112,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1605,71799,830 16th Street,Greeley,CO,80631,US,51.77,7.92,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1265715,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,4606 N. CHANNEL AVE.,Portland,OR,97217,US,61.12,8.86,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1265706,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,1815 QUEEN AVE SE,Albany,OR,97321,US,61.12,8.86,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1265711,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,39695 Proctor Boulevard,Sandy,OR,97055,US,65.4,10.55,1,0,0.45,11X10X1,,",",Arrived at FedEx location
1265694,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,1185 SE THIRD ST.,Bend,OR,97702,US,58.45,8.3,1,0,0.35,11X10X1,,",",Arrived at FedEx location
1265695,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,1008 NW GALVESTON AVE.,Bend,OR,97701,US,58.45,8.3,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263038,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1603,72399,11518 Farm to Market 620 North,Austin,TX,78717,US,58.45,8.3,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1263356,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1612,71799,8002 South State Street,Midvale,UT,84047,US,51.77,7.92,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1263024,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1603,72399,600 McNeil Road,Round Rock,TX,78681,US,58.45,8.3,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263019,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1611,72399,1401 West 7th Street,Fort Worth,TX,76102,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1263025,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1603,72399,917 North Lamar Boulevard,Austin,TX,78703,US,58.45,8.3,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1263358,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1612,71799,9769 South 700 East,Sandy,UT,84070,US,51.77,7.92,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1265703,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,1209 SW HIGHLAND AVE.,Redmond,OR,97756,US,62.74,9.99,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263360,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,4700 SOUTH 4000 WEST,West Valley City,UT,84118,US,51.77,7.92,1,0,0.25,11X10X1,,",",Departed FedEx location
1265645,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,11703 E MILLPLAIN,Vancouver,WA,98684,US,61.12,8.86,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263351,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,895 EAST 4500 SOUTH,Salt Lake City,UT,84107,US,51.77,7.92,1,0,0.47,11X10X1,,",",Departed FedEx location
1263352,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,4410 South 1900 West,Roy,UT,84067,US,51.77,7.92,1,0,0.37,11X10X1,,",",Arrived at FedEx location
1265640,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2363,72399,2410 ANTELOPE RD,White City,OR,97503,US,61.12,8.86,1,0,0.4,11X10X1,,",",Arrived at FedEx location
1262725,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,4342 Ingraham Street,San Diego,CA,92109,US,61.12,8.86,1,0,0.3,11X10X1,,",",Departed FedEx location
1263346,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,2321 Redwood Road,West Valley City,UT,84119,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1263343,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1612,71799,222 West 300 South,Provo,UT,84601,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1262738,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,19911 Ryffel Way,Fort Myers,FL,33967,US,58.45,8.3,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1263329,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1612,71799,9015 S 700 E,Sandy,UT,84070,US,51.77,7.92,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263367,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,510 East 1300 South,Salt Lake City,UT,84105,US,51.77,7.92,1,0,0.45,11X10X1,,",",Departed FedEx location
1265616,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,1645 NE CORNELL RD,Hillsboro,OR,97124,US,61.12,8.86,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1265609,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,810 East Yakima Avenue,Yakima,WA,98901,US,58.45,8.3,1,0,0.3,11X10X1,,",",Departed FedEx location
1263407,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1951,72399,8000 Mackenzie Road,Affton,MO,63123,US,46.94,7.92,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1263552,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2514,71399,1584 General Booth Boulevard,Virginia Beach,VA,23454,US,58.45,8.3,1,0,0.25,11X10X1,,",",Arrived at FedEx location
1265590,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2361,72399,11657 Des Moines Memorial Drive South,Seattle,WA,98168,US,58.45,8.3,1,0,0.3,11X10X1,,",",Departed FedEx location
1263344,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,2495 S 1500 E,Vernal,UT,84078,US,56.98,9.98,1,0,0.25,11X10X1,,",",Departed FedEx location
1265588,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,112 West University Way,Ellensburg,WA,98926,US,63.66,10.36,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263376,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,976 West 1700 South,Clearfield,UT,84015,US,51.77,7.92,1,0,0.25,11X10X1,,",",Departed FedEx location
1265607,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2361,72399,2429 Harbor Avenue Southwest,Seattle,WA,98126,US,58.45,8.3,1,0,0.4,11X10X1,,",",Arrived at FedEx location
1262994,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1611,72399,3930 W. PIONEER PKWY,Arlington,TX,76013,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1265629,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,6840 N FESSENDEN,Portland,OR,97203,US,61.12,8.86,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263009,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1611,72399,2390 Fuller-Wiser Road,Euless,TX,76039,US,51.77,7.92,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1263700,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2531,71399,203 South Stuart Avenue,Elkton,VA,22827,US,56.06,9.61,1,0,0.25,11X10X1,,",",Departed FedEx location
1262998,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1611,72399,700 W. INTERSTATE 20,Arlington,TX,76017,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1263305,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1612,71799,10580 South 700 East,Sandy,UT,84070,US,51.77,7.92,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1265569,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2361,72399,4312 Southwest Admiral Way,Seattle,WA,98116,US,58.45,8.3,1,0,0.35,11X10X1,,",",Departed FedEx location
1263304,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1612,71799,6990 South Redwood Road,West Jordan,UT,84084,US,51.77,7.92,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1265575,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,1001 East University Way,Ellensburg,WA,98926,US,63.66,10.36,1,0,0.3,11X10X1,,",",Departed FedEx location
1265527,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2360,72399,3209 Northwest Avenue,Bellingham,WA,98225,US,58.45,8.3,1,0,0.3,11X10X1,,",",Departed FedEx location
1265580,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2361,72399,13456 1st Avenue South,Burien,WA,98168,US,58.45,8.3,1,0,0.25,11X10X1,,",",Departed FedEx location
1265524,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2360,72399,21109 76th Avenue West,Edmonds,WA,98026,US,58.45,8.3,1,0,0.3,11X10X1,,",",Departed FedEx location
1263319,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,910 U.S. 40,Vernal,UT,84078,US,56.98,9.98,1,0,0.309,11X10X1,,",",Arrived at FedEx location
1263326,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,1606,71799,2500 West 500 North,Vernal,UT,84078,US,56.98,9.98,1,0,0.47,11X10X1,,",",Arrived at FedEx location
1260000,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,1050 LAUREL RD,Oakley,CA,94561,US,80.69,13.74,1,0,2.45,11X10X1,,",",Departed FedEx location
1265568,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2362,72399,3908 Terrace Heights Drive,Yakima,WA,98901,US,58.45,8.3,1,0,0.3,11X10X1,,",",Arrived at FedEx location
1265560,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2360,72399,13335 100th Avenue Northeast,Kirkland,WA,98034,US,58.45,8.3,1,0,0.25,11X10X1,,",",Departed FedEx location
1267234,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,165 Paterson Avenue,Wallington,NJ,7057,US,51.77,7.92,1,0,0.11,11X10X1,,",",Arrived at FedEx location
1267104,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,7 Eleven,,111 Union Avenue,East Rutherford,NJ,7073,US,51.77,7.92,1,0,0.11,11X10X1,,",",Arrived at FedEx location
1267175,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2174,72199,1106 West Beverly Boulevard,Montebello,CA,90640,US,61.12,8.86,1,0,0.35,11X10X1,,",",Departed FedEx location
1266996,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2175,72199,8807 Mission Drive,Rosemead,CA,91770,US,61.12,8.86,1,0,0.28,11X10X1,,",",Arrived at FedEx location
1265534,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2360,72399,1215 2nd Street,Snohomish,WA,98290,US,62.74,9.99,1,0,0.25,11X10X1,,",",Departed FedEx location
1265502,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2361,72399,4720 Bridgeport Way West,University Place,WA,98466,US,58.45,8.3,1,0,0.4,11X10X1,,",",Departed FedEx location
1266993,711AR414,FedEx 2Day,EFEX2,3.97356E+11,2023-04-24T00:00:00,2176,72199,8502 Alondra Boulevard,Paramount,CA,90723,US,61.12,8.86,1,0,0.18,11X10X1,,",",Arrived at FedEx location
